ID,SleepDay,SleepDate,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,Key (joining A & B),,,
2026352035,4/21/2016,4/21/2016,1,477,514,20263520354/21/2016,,,
2026352035,4/22/2016,4/22/2016,1,520,545,20263520354/22/2016,,,
2026352035,4/23/2016,4/23/2016,1,522,554,20263520354/23/2016,,,
2026352035,4/24/2016,4/24/2016,1,555,591,20263520354/24/2016,,,
2026352035,4/25/2016,4/25/2016,1,506,531,20263520354/25/2016,,,
2026352035,4/27/2016,4/27/2016,1,508,545,20263520354/27/2016,,,
2026352035,4/28/2016,4/28/2016,1,513,545,20263520354/28/2016,,,
2026352035,4/29/2016,4/29/2016,1,490,510,20263520354/29/2016,,,
2026352035,4/30/2016,4/30/2016,1,573,607,20263520354/30/2016,,,
2026352035,5/1/2016,5/1/2016,1,527,546,20263520355/1/2016,,,
2026352035,5/2/2016,5/2/2016,1,511,543,20263520355/2/2016,,,
2026352035,5/4/2016,5/4/2016,1,538,560,20263520355/4/2016,,,
2026352035,5/5/2016,5/5/2016,1,468,485,20263520355/5/2016,,,
2026352035,5/6/2016,5/6/2016,1,524,548,20263520355/6/2016,,,
2026352035,5/7/2016,5/7/2016,1,511,521,20263520355/7/2016,,,
2026352035,5/8/2016,5/8/2016,1,541,568,20263520355/8/2016,,,
2026352035,5/9/2016,5/9/2016,1,531,556,20263520355/9/2016,,,
2026352035,5/10/2016,5/10/2016,1,357,380,20263520355/10/2016,,,
2026352035,5/11/2016,5/11/2016,1,523,553,20263520355/11/2016,,,
2026352035,5/12/2016,5/12/2016,1,456,485,20263520355/12/2016,,,
2320127002,4/23/2016,4/23/2016,1,61,69,23201270024/23/2016,,,
2347167796,4/13/2016,4/13/2016,1,467,531,23471677964/13/2016,,,
2347167796,4/14/2016,4/14/2016,1,445,489,23471677964/14/2016,,,
2347167796,4/15/2016,4/15/2016,1,452,504,23471677964/15/2016,,,
2347167796,4/17/2016,4/17/2016,1,556,602,23471677964/17/2016,,,
2347167796,4/18/2016,4/18/2016,1,500,557,23471677964/18/2016,,,
2347167796,4/19/2016,4/19/2016,1,465,514,23471677964/19/2016,,,
2347167796,4/21/2016,4/21/2016,1,460,484,23471677964/21/2016,,,
2347167796,4/22/2016,4/22/2016,1,405,461,23471677964/22/2016,,,
2347167796,4/23/2016,4/23/2016,1,374,386,23471677964/23/2016,,,
2347167796,4/24/2016,4/24/2016,1,442,459,23471677964/24/2016,,,
2347167796,4/25/2016,4/25/2016,1,433,471,23471677964/25/2016,,,
2347167796,4/26/2016,4/26/2016,1,436,490,23471677964/26/2016,,,
2347167796,4/27/2016,4/27/2016,1,448,499,23471677964/27/2016,,,
2347167796,4/28/2016,4/28/2016,1,408,450,23471677964/28/2016,,,
2347167796,4/29/2016,4/29/2016,1,411,473,23471677964/29/2016,,,
3977333714,4/12/2016,4/12/2016,1,274,469,39773337144/12/2016,,,
3977333714,4/13/2016,4/13/2016,2,295,456,39773337144/13/2016,,,
3977333714,4/14/2016,4/14/2016,1,291,397,39773337144/14/2016,,,
3977333714,4/15/2016,4/15/2016,1,424,556,39773337144/15/2016,,,
3977333714,4/16/2016,4/16/2016,1,283,510,39773337144/16/2016,,,
3977333714,4/17/2016,4/17/2016,1,381,566,39773337144/17/2016,,,
3977333714,4/18/2016,4/18/2016,2,412,522,39773337144/18/2016,,,
3977333714,4/19/2016,4/19/2016,1,219,395,39773337144/19/2016,,,
3977333714,4/20/2016,4/20/2016,2,152,305,39773337144/20/2016,,,
3977333714,4/21/2016,4/21/2016,1,332,512,39773337144/21/2016,,,
3977333714,4/22/2016,4/22/2016,1,355,476,39773337144/22/2016,,,
3977333714,4/23/2016,4/23/2016,1,235,372,39773337144/23/2016,,,
3977333714,4/24/2016,4/24/2016,1,310,526,39773337144/24/2016,,,
3977333714,4/25/2016,4/25/2016,1,262,467,39773337144/25/2016,,,
3977333714,4/26/2016,4/26/2016,1,250,371,39773337144/26/2016,,,
3977333714,4/27/2016,4/27/2016,1,349,540,39773337144/27/2016,,,
3977333714,4/28/2016,4/28/2016,1,261,423,39773337144/28/2016,,,
3977333714,4/29/2016,4/29/2016,1,333,478,39773337144/29/2016,,,
3977333714,4/30/2016,4/30/2016,1,237,382,39773337144/30/2016,,,
3977333714,5/1/2016,5/1/2016,1,383,626,39773337145/1/2016,,,
3977333714,5/2/2016,5/2/2016,1,230,384,39773337145/2/2016,,,
3977333714,5/3/2016,5/3/2016,1,292,500,39773337145/3/2016,,,
3977333714,5/4/2016,5/4/2016,1,213,336,39773337145/4/2016,,,
3977333714,5/5/2016,5/5/2016,1,318,480,39773337145/5/2016,,,
3977333714,5/6/2016,5/6/2016,1,323,512,39773337145/6/2016,,,
3977333714,5/7/2016,5/7/2016,1,237,443,39773337145/7/2016,,,
3977333714,5/8/2016,5/8/2016,2,259,456,39773337145/8/2016,,,
3977333714,5/10/2016,5/10/2016,1,312,452,39773337145/10/2016,,,
4020332650,4/12/2016,4/12/2016,1,501,541,40203326504/12/2016,,,
4020332650,4/16/2016,4/16/2016,1,77,77,40203326504/16/2016,,,
4020332650,5/3/2016,5/3/2016,1,322,332,40203326505/3/2016,,,
4020332650,5/4/2016,5/4/2016,1,478,536,40203326505/4/2016,,,
4020332650,5/5/2016,5/5/2016,1,226,248,40203326505/5/2016,,,
4020332650,5/6/2016,5/6/2016,1,385,408,40203326505/6/2016,,,
4020332650,5/8/2016,5/8/2016,1,364,402,40203326505/8/2016,,,
4020332650,5/10/2016,5/10/2016,1,442,494,40203326505/10/2016,,,
4319703577,4/14/2016,4/14/2016,1,535,557,43197035774/14/2016,,,
4319703577,4/15/2016,4/15/2016,1,465,491,43197035774/15/2016,,,
4319703577,4/16/2016,4/16/2016,1,506,522,43197035774/16/2016,,,
4319703577,4/18/2016,4/18/2016,1,515,551,43197035774/18/2016,,,
4319703577,4/19/2016,4/19/2016,2,461,498,43197035774/19/2016,,,
4319703577,4/20/2016,4/20/2016,1,523,543,43197035774/20/2016,,,
4319703577,4/21/2016,4/21/2016,1,59,65,43197035774/21/2016,,,
4319703577,4/22/2016,4/22/2016,1,533,550,43197035774/22/2016,,,
4319703577,4/23/2016,4/23/2016,1,692,722,43197035774/23/2016,,,
4319703577,4/24/2016,4/24/2016,1,467,501,43197035774/24/2016,,,
4319703577,4/25/2016,4/25/2016,1,488,506,43197035774/25/2016,,,
4319703577,4/26/2016,4/26/2016,1,505,516,43197035774/26/2016,,,
4319703577,4/27/2016,4/27/2016,1,286,307,43197035774/27/2016,,,
4319703577,4/28/2016,4/28/2016,1,497,522,43197035774/28/2016,,,
4319703577,4/29/2016,4/29/2016,1,523,546,43197035774/29/2016,,,
4319703577,4/30/2016,4/30/2016,1,490,516,43197035774/30/2016,,,
4319703577,5/1/2016,5/1/2016,1,484,500,43197035775/1/2016,,,
4319703577,5/2/2016,5/2/2016,1,478,506,43197035775/2/2016,,,
4319703577,5/3/2016,5/3/2016,1,474,512,43197035775/3/2016,,,
4319703577,5/6/2016,5/6/2016,1,450,491,43197035775/6/2016,,,
4319703577,5/7/2016,5/7/2016,1,507,530,43197035775/7/2016,,,
4319703577,5/8/2016,5/8/2016,1,602,638,43197035775/8/2016,,,
4319703577,5/9/2016,5/9/2016,1,535,565,43197035775/9/2016,,,
4319703577,5/10/2016,5/10/2016,1,487,517,43197035775/10/2016,,,
4319703577,5/11/2016,5/11/2016,1,529,558,43197035775/11/2016,,,
4319703577,5/12/2016,5/12/2016,1,302,321,43197035775/12/2016,,,
4388161847,4/15/2016,4/15/2016,1,499,526,43881618474/15/2016,,,
4388161847,4/16/2016,4/16/2016,2,426,448,43881618474/16/2016,,,
4388161847,4/17/2016,4/17/2016,2,619,641,43881618474/17/2016,,,
4388161847,4/18/2016,4/18/2016,1,99,104,43881618474/18/2016,,,
4388161847,4/19/2016,4/19/2016,1,329,338,43881618474/19/2016,,,
4388161847,4/20/2016,4/20/2016,1,421,451,43881618474/20/2016,,,
4388161847,4/21/2016,4/21/2016,1,442,458,43881618474/21/2016,,,
4388161847,4/22/2016,4/22/2016,1,82,85,43881618474/22/2016,,,
4388161847,4/23/2016,4/23/2016,1,478,501,43881618474/23/2016,,,
4388161847,4/24/2016,4/24/2016,3,552,595,43881618474/24/2016,,,
4388161847,4/26/2016,4/26/2016,1,319,346,43881618474/26/2016,,,
4388161847,4/27/2016,4/27/2016,1,439,500,43881618474/27/2016,,,
4388161847,4/28/2016,4/28/2016,1,428,458,43881618474/28/2016,,,
4388161847,4/30/2016,4/30/2016,2,409,430,43881618474/30/2016,,,
4388161847,5/1/2016,5/1/2016,1,547,597,43881618475/1/2016,,,
4388161847,5/2/2016,5/2/2016,2,368,376,43881618475/2/2016,,,
4388161847,5/4/2016,5/4/2016,1,390,414,43881618475/4/2016,,,
4388161847,5/5/2016,5/5/2016,1,471,495,43881618475/5/2016,,,
4388161847,5/5/2016,5/5/2016,1,471,495,43881618475/5/2016,,,
4388161847,5/7/2016,5/7/2016,1,472,496,43881618475/7/2016,,,
4388161847,5/8/2016,5/8/2016,2,529,541,43881618475/8/2016,,,
4388161847,5/9/2016,5/9/2016,1,62,65,43881618475/9/2016,,,
4388161847,5/10/2016,5/10/2016,1,354,375,43881618475/10/2016,,,
4388161847,5/11/2016,5/11/2016,1,469,494,43881618475/11/2016,,,
4445114986,4/12/2016,4/12/2016,2,429,457,44451149864/12/2016,,,
4445114986,4/13/2016,4/13/2016,2,370,406,44451149864/13/2016,,,
4445114986,4/14/2016,4/14/2016,1,441,492,44451149864/14/2016,,,
4445114986,4/15/2016,4/15/2016,2,337,379,44451149864/15/2016,,,
4445114986,4/16/2016,4/16/2016,1,462,499,44451149864/16/2016,,,
4445114986,4/17/2016,4/17/2016,1,98,107,44451149864/17/2016,,,
4445114986,4/19/2016,4/19/2016,2,388,424,44451149864/19/2016,,,
4445114986,4/20/2016,4/20/2016,1,439,462,44451149864/20/2016,,,
4445114986,4/21/2016,4/21/2016,1,436,469,44451149864/21/2016,,,
4445114986,4/22/2016,4/22/2016,1,388,417,44451149864/22/2016,,,
4445114986,4/25/2016,4/25/2016,1,328,345,44451149864/25/2016,,,
4445114986,4/26/2016,4/26/2016,2,353,391,44451149864/26/2016,,,
4445114986,4/27/2016,4/27/2016,1,332,374,44451149864/27/2016,,,
4445114986,4/28/2016,4/28/2016,1,419,442,44451149864/28/2016,,,
4445114986,4/29/2016,4/29/2016,1,106,108,44451149864/29/2016,,,
4445114986,4/30/2016,4/30/2016,1,322,353,44451149864/30/2016,,,
4445114986,5/1/2016,5/1/2016,2,439,459,44451149865/1/2016,,,
4445114986,5/2/2016,5/2/2016,1,502,542,44451149865/2/2016,,,
4445114986,5/3/2016,5/3/2016,2,417,450,44451149865/3/2016,,,
4445114986,5/4/2016,5/4/2016,2,337,363,44451149865/4/2016,,,
4445114986,5/5/2016,5/5/2016,2,462,513,44451149865/5/2016,,,
4445114986,5/6/2016,5/6/2016,2,374,402,44451149865/6/2016,,,
4445114986,5/7/2016,5/7/2016,2,401,436,44451149865/7/2016,,,
4445114986,5/8/2016,5/8/2016,1,361,391,44451149865/8/2016,,,
4445114986,5/9/2016,5/9/2016,1,457,533,44451149865/9/2016,,,
4445114986,5/10/2016,5/10/2016,1,405,426,44451149865/10/2016,,,
4445114986,5/11/2016,5/11/2016,1,499,530,44451149865/11/2016,,,
4445114986,5/12/2016,5/12/2016,1,483,501,44451149865/12/2016,,,
4558609924,4/21/2016,4/21/2016,1,126,137,45586099244/21/2016,,,
4558609924,4/26/2016,4/26/2016,1,103,121,45586099244/26/2016,,,
4558609924,4/29/2016,4/29/2016,1,171,179,45586099244/29/2016,,,
4558609924,5/1/2016,5/1/2016,1,115,129,45586099245/1/2016,,,
4558609924,5/8/2016,5/8/2016,1,123,134,45586099245/8/2016,,,
4702921684,4/12/2016,4/12/2016,1,425,439,47029216844/12/2016,,,
4702921684,4/13/2016,4/13/2016,2,400,430,47029216844/13/2016,,,
4702921684,4/14/2016,4/14/2016,1,384,415,47029216844/14/2016,,,
4702921684,4/15/2016,4/15/2016,1,253,257,47029216844/15/2016,,,
4702921684,4/16/2016,4/16/2016,2,382,406,47029216844/16/2016,,,
4702921684,4/17/2016,4/17/2016,1,591,612,47029216844/17/2016,,,
4702921684,4/18/2016,4/18/2016,1,293,312,47029216844/18/2016,,,
4702921684,4/19/2016,4/19/2016,1,457,487,47029216844/19/2016,,,
4702921684,4/20/2016,4/20/2016,1,454,468,47029216844/20/2016,,,
4702921684,4/21/2016,4/21/2016,1,425,434,47029216844/21/2016,,,
4702921684,4/23/2016,4/23/2016,1,465,475,47029216844/23/2016,,,
4702921684,4/24/2016,4/24/2016,1,480,506,47029216844/24/2016,,,
4702921684,4/25/2016,4/25/2016,1,370,380,47029216844/25/2016,,,
4702921684,4/26/2016,4/26/2016,1,421,429,47029216844/26/2016,,,
4702921684,4/27/2016,4/27/2016,1,432,449,47029216844/27/2016,,,
4702921684,4/28/2016,4/28/2016,1,442,461,47029216844/28/2016,,,
4702921684,4/29/2016,4/29/2016,1,433,447,47029216844/29/2016,,,
4702921684,4/30/2016,4/30/2016,1,479,501,47029216844/30/2016,,,
4702921684,5/3/2016,5/3/2016,1,327,373,47029216845/3/2016,,,
4702921684,5/4/2016,5/4/2016,1,412,434,47029216845/4/2016,,,
4702921684,5/5/2016,5/5/2016,1,414,428,47029216845/5/2016,,,
4702921684,5/6/2016,5/6/2016,1,404,449,47029216845/6/2016,,,
4702921684,5/7/2016,5/7/2016,1,520,543,47029216845/7/2016,,,
4702921684,5/7/2016,5/7/2016,1,520,543,47029216845/7/2016,,,
4702921684,5/9/2016,5/9/2016,1,435,458,47029216845/9/2016,,,
4702921684,5/10/2016,5/10/2016,1,416,431,47029216845/10/2016,,,
4702921684,5/11/2016,5/11/2016,1,354,366,47029216845/11/2016,,,
4702921684,5/12/2016,5/12/2016,1,404,442,47029216845/12/2016,,,
5553957443,4/12/2016,4/12/2016,1,441,464,55539574434/12/2016,,,
5553957443,4/13/2016,4/13/2016,2,455,488,55539574434/13/2016,,,
5553957443,4/14/2016,4/14/2016,1,357,418,55539574434/14/2016,,,
5553957443,4/15/2016,4/15/2016,1,377,409,55539574434/15/2016,,,
5553957443,4/16/2016,4/16/2016,2,651,686,55539574434/16/2016,,,
5553957443,4/17/2016,4/17/2016,1,350,402,55539574434/17/2016,,,
5553957443,4/18/2016,4/18/2016,2,520,541,55539574434/18/2016,,,
5553957443,4/19/2016,4/19/2016,1,357,410,55539574434/19/2016,,,
5553957443,4/20/2016,4/20/2016,1,658,678,55539574434/20/2016,,,
5553957443,4/21/2016,4/21/2016,1,399,431,55539574434/21/2016,,,
5553957443,4/22/2016,4/22/2016,1,322,353,55539574434/22/2016,,,
5553957443,4/23/2016,4/23/2016,2,631,725,55539574434/23/2016,,,
5553957443,4/24/2016,4/24/2016,2,553,640,55539574434/24/2016,,,
5553957443,4/25/2016,4/25/2016,1,433,468,55539574434/25/2016,,,
5553957443,4/26/2016,4/26/2016,1,412,453,55539574434/26/2016,,,
5553957443,4/27/2016,4/27/2016,1,347,391,55539574434/27/2016,,,
5553957443,4/28/2016,4/28/2016,1,421,457,55539574434/28/2016,,,
5553957443,4/29/2016,4/29/2016,1,450,495,55539574434/29/2016,,,
5553957443,4/30/2016,4/30/2016,2,775,843,55539574434/30/2016,,,
5553957443,5/1/2016,5/1/2016,2,622,686,55539574435/1/2016,,,
5553957443,5/2/2016,5/2/2016,1,409,471,55539574435/2/2016,,,
5553957443,5/3/2016,5/3/2016,1,380,429,55539574435/3/2016,,,
5553957443,5/4/2016,5/4/2016,1,447,470,55539574435/4/2016,,,
5553957443,5/5/2016,5/5/2016,1,419,464,55539574435/5/2016,,,
5553957443,5/6/2016,5/6/2016,1,400,434,55539574435/6/2016,,,
5553957443,5/7/2016,5/7/2016,1,442,470,55539574435/7/2016,,,
5553957443,5/8/2016,5/8/2016,1,568,608,55539574435/8/2016,,,
5553957443,5/9/2016,5/9/2016,1,453,494,55539574435/9/2016,,,
5553957443,5/10/2016,5/10/2016,1,418,443,55539574435/10/2016,,,
5553957443,5/11/2016,5/11/2016,1,463,486,55539574435/11/2016,,,
5553957443,5/12/2016,5/12/2016,1,438,475,55539574435/12/2016,,,
5577150313,4/12/2016,4/12/2016,1,419,438,55771503134/12/2016,,,
5577150313,4/13/2016,4/13/2016,1,432,458,55771503134/13/2016,,,
5577150313,4/14/2016,4/14/2016,1,477,497,55771503134/14/2016,,,
5577150313,4/15/2016,4/15/2016,1,392,413,55771503134/15/2016,,,
5577150313,4/16/2016,4/16/2016,1,406,445,55771503134/16/2016,,,
5577150313,4/17/2016,4/17/2016,1,549,583,55771503134/17/2016,,,
5577150313,4/18/2016,4/18/2016,1,527,553,55771503134/18/2016,,,
5577150313,4/19/2016,4/19/2016,1,449,465,55771503134/19/2016,,,
5577150313,4/20/2016,4/20/2016,1,447,480,55771503134/20/2016,,,
5577150313,4/21/2016,4/21/2016,1,414,437,55771503134/21/2016,,,
5577150313,4/22/2016,4/22/2016,1,338,366,55771503134/22/2016,,,
5577150313,4/23/2016,4/23/2016,1,384,402,55771503134/23/2016,,,
5577150313,4/24/2016,4/24/2016,1,543,615,55771503134/24/2016,,,
5577150313,4/25/2016,4/25/2016,1,421,461,55771503134/25/2016,,,
5577150313,4/26/2016,4/26/2016,1,354,377,55771503134/26/2016,,,
5577150313,4/27/2016,4/27/2016,1,424,452,55771503134/27/2016,,,
5577150313,4/28/2016,4/28/2016,1,361,372,55771503134/28/2016,,,
5577150313,4/29/2016,4/29/2016,1,459,485,55771503134/29/2016,,,
5577150313,4/30/2016,4/30/2016,1,412,433,55771503134/30/2016,,,
5577150313,5/1/2016,5/1/2016,1,379,398,55771503135/1/2016,,,
5577150313,5/2/2016,5/2/2016,2,525,553,55771503135/2/2016,,,
5577150313,5/3/2016,5/3/2016,1,508,543,55771503135/3/2016,,,
5577150313,5/4/2016,5/4/2016,1,603,634,55771503135/4/2016,,,
5577150313,5/5/2016,5/5/2016,1,74,78,55771503135/5/2016,,,
5577150313,5/10/2016,5/10/2016,1,504,562,55771503135/10/2016,,,
5577150313,5/11/2016,5/11/2016,1,431,476,55771503135/11/2016,,,
6117666160,4/16/2016,4/16/2016,1,380,398,61176661604/16/2016,,,
6117666160,4/17/2016,4/17/2016,2,336,350,61176661604/17/2016,,,
6117666160,4/18/2016,4/18/2016,2,493,510,61176661604/18/2016,,,
6117666160,4/19/2016,4/19/2016,1,465,492,61176661604/19/2016,,,
6117666160,4/20/2016,4/20/2016,1,474,502,61176661604/20/2016,,,
6117666160,4/21/2016,4/21/2016,1,508,550,61176661604/21/2016,,,
6117666160,4/22/2016,4/22/2016,1,480,546,61176661604/22/2016,,,
6117666160,4/23/2016,4/23/2016,1,492,539,61176661604/23/2016,,,
6117666160,4/24/2016,4/24/2016,1,353,367,61176661604/24/2016,,,
6117666160,4/27/2016,4/27/2016,1,542,557,61176661604/27/2016,,,
6117666160,4/28/2016,4/28/2016,1,393,416,61176661604/28/2016,,,
6117666160,4/29/2016,4/29/2016,1,600,636,61176661604/29/2016,,,
6117666160,5/1/2016,5/1/2016,1,507,575,61176661605/1/2016,,,
6117666160,5/5/2016,5/5/2016,1,392,415,61176661605/5/2016,,,
6117666160,5/6/2016,5/6/2016,2,658,698,61176661605/6/2016,,,
6117666160,5/7/2016,5/7/2016,2,498,507,61176661605/7/2016,,,
6117666160,5/8/2016,5/8/2016,1,555,603,61176661605/8/2016,,,
6117666160,5/9/2016,5/9/2016,1,492,522,61176661605/9/2016,,,
6775888955,4/13/2016,4/13/2016,1,235,260,67758889554/13/2016,,,
6775888955,4/14/2016,4/14/2016,1,423,441,67758889554/14/2016,,,
6775888955,4/15/2016,4/15/2016,1,391,406,67758889554/15/2016,,,
6962181067,4/12/2016,4/12/2016,1,366,387,69621810674/12/2016,,,
6962181067,4/13/2016,4/13/2016,3,630,679,69621810674/13/2016,,,
6962181067,4/14/2016,4/14/2016,2,508,535,69621810674/14/2016,,,
6962181067,4/15/2016,4/15/2016,1,370,386,69621810674/15/2016,,,
6962181067,4/16/2016,4/16/2016,1,357,366,69621810674/16/2016,,,
6962181067,4/17/2016,4/17/2016,1,427,446,69621810674/17/2016,,,
6962181067,4/18/2016,4/18/2016,1,442,458,69621810674/18/2016,,,
6962181067,4/19/2016,4/19/2016,1,476,535,69621810674/19/2016,,,
6962181067,4/20/2016,4/20/2016,1,418,424,69621810674/20/2016,,,
6962181067,4/21/2016,4/21/2016,1,451,457,69621810674/21/2016,,,
6962181067,4/22/2016,4/22/2016,1,425,435,69621810674/22/2016,,,
6962181067,4/23/2016,4/23/2016,1,528,546,69621810674/23/2016,,,
6962181067,4/24/2016,4/24/2016,1,511,514,69621810674/24/2016,,,
6962181067,4/25/2016,4/25/2016,1,400,415,69621810674/25/2016,,,
6962181067,4/26/2016,4/26/2016,1,441,446,69621810674/26/2016,,,
6962181067,4/27/2016,4/27/2016,1,455,467,69621810674/27/2016,,,
6962181067,4/28/2016,4/28/2016,1,440,453,69621810674/28/2016,,,
6962181067,4/29/2016,4/29/2016,1,433,447,69621810674/29/2016,,,
6962181067,4/30/2016,4/30/2016,1,422,424,69621810674/30/2016,,,
6962181067,5/1/2016,5/1/2016,1,411,426,69621810675/1/2016,,,
6962181067,5/2/2016,5/2/2016,1,466,482,69621810675/2/2016,,,
6962181067,5/3/2016,5/3/2016,1,394,418,69621810675/3/2016,,,
6962181067,5/4/2016,5/4/2016,1,442,455,69621810675/4/2016,,,
6962181067,5/5/2016,5/5/2016,1,467,491,69621810675/5/2016,,,
6962181067,5/6/2016,5/6/2016,1,443,462,69621810675/6/2016,,,
6962181067,5/7/2016,5/7/2016,1,298,334,69621810675/7/2016,,,
6962181067,5/8/2016,5/8/2016,1,541,569,69621810675/8/2016,,,
6962181067,5/9/2016,5/9/2016,1,489,497,69621810675/9/2016,,,
6962181067,5/10/2016,5/10/2016,1,469,481,69621810675/10/2016,,,
6962181067,5/11/2016,5/11/2016,1,452,480,69621810675/11/2016,,,
6962181067,5/12/2016,5/12/2016,1,516,535,69621810675/12/2016,,,
7007744171,4/16/2016,4/16/2016,1,79,82,70077441714/16/2016,,,
7007744171,5/1/2016,5/1/2016,1,58,61,70077441715/1/2016,,,
7086361926,4/12/2016,4/12/2016,1,514,525,70863619264/12/2016,,,
7086361926,4/13/2016,4/13/2016,1,451,465,70863619264/13/2016,,,
7086361926,4/14/2016,4/14/2016,1,472,476,70863619264/14/2016,,,
7086361926,4/15/2016,4/15/2016,1,377,386,70863619264/15/2016,,,
7086361926,4/19/2016,4/19/2016,1,472,483,70863619264/19/2016,,,
7086361926,4/20/2016,4/20/2016,1,492,502,70863619264/20/2016,,,
7086361926,4/21/2016,4/21/2016,1,390,411,70863619264/21/2016,,,
7086361926,4/22/2016,4/22/2016,1,428,448,70863619264/22/2016,,,
7086361926,4/24/2016,4/24/2016,1,681,704,70863619264/24/2016,,,
7086361926,4/25/2016,4/25/2016,1,446,447,70863619264/25/2016,,,
7086361926,4/26/2016,4/26/2016,1,485,500,70863619264/26/2016,,,
7086361926,4/27/2016,4/27/2016,1,469,479,70863619264/27/2016,,,
7086361926,4/28/2016,4/28/2016,1,354,367,70863619264/28/2016,,,
7086361926,4/30/2016,4/30/2016,1,485,489,70863619264/30/2016,,,
7086361926,5/1/2016,5/1/2016,1,388,407,70863619265/1/2016,,,
7086361926,5/2/2016,5/2/2016,1,440,459,70863619265/2/2016,,,
7086361926,5/3/2016,5/3/2016,1,456,461,70863619265/3/2016,,,
7086361926,5/4/2016,5/4/2016,1,420,436,70863619265/4/2016,,,
7086361926,5/6/2016,5/6/2016,1,322,333,70863619265/6/2016,,,
7086361926,5/7/2016,5/7/2016,1,530,548,70863619265/7/2016,,,
7086361926,5/8/2016,5/8/2016,1,481,510,70863619265/8/2016,,,
7086361926,5/9/2016,5/9/2016,1,427,438,70863619265/9/2016,,,
7086361926,5/11/2016,5/11/2016,1,451,463,70863619265/11/2016,,,
7086361926,5/12/2016,5/12/2016,1,444,457,70863619265/12/2016,,,
8053475328,4/20/2016,4/20/2016,1,486,493,80534753284/20/2016,,,
8053475328,4/23/2016,4/23/2016,1,331,337,80534753284/23/2016,,,
